Mandi,Traders,Coupons,Type
Sherkha,9,492,Purchase Centre
Shiv Bhole Rice Mill,1,122,Sheller/ Others
Shiv Bhole food pvt. Ltd,2,106,Sheller/ Others
Shiv Kumar prem Kumar,1,5,Sheller/ Others
Shiv Om Rice Mill,3,192,Sheller/ Others
Shiv Om Rice Mill,3,192,Sheller/ Others
Shiv Om agro Ind.,2,162,Sheller/ Others
Shiv Rice Mill,1,129,Sheller/ Others
Shiv Rice Mill,1,129,Sheller/ Others
"Shiv Rice Mill, Bugar",2,123,Sheller/ Others
Shiv Rice mill,6,183,Sheller/ Others
Shiv Rice mill,6,183,Sheller/ Others
"Shiv Rice mill ,Shergarh",2,201,Sheller/ Others
Shiv Sangam rice traders,1,72,Sheller/ Others
Shiv Shakti Agro Ind.,1,88,Sheller/ Others
Shiv Shakti Rice Mill,1,175,Sheller/ Others
Shiv Shakti Rice Mill,1,175,Sheller/ Others
Shiv Shakti Rice Mill-1,1,55,Sheller/ Others
Shiv Shakti Rice Mill-2,2,20,Sheller/ Others
Shiv Shakti Rice mill,1,102,Sheller/ Others
"Shiv Shakti Rice mill, Rampura",1,109,Sheller/ Others
Shiv Shakti katan mills,1,106,Sheller/ Others
Shiv Shankar Gram udyog Samti,1,5,Sheller/ Others
Shiv Shankar Rice Mill,6,410,Sheller/ Others
Shiv Shankar Rice Mill,6,410,Sheller/ Others
Shiv Shankar Rice mills Maud,1,84,Sheller/ Others
Shiv Shanker Rice mill,18,987,Sheller/ Others
Shiv Shanker Rice mill,18,987,Sheller/ Others
Shiv Shanker Rice mill,18,987,Sheller/ Others
Shiv Shanker Rice mill,18,987,Sheller/ Others
Shiv Shanker Rice mill,18,987,Sheller/ Others
Shiv Shanker Rice mills,1,10,Sheller/ Others
Shiv Shanker rice and janral,3,114,Sheller/ Others
Shiv Shanker rice and janral,3,114,Sheller/ Others
Shiv cotton company,1,15,Sheller/ Others
Shiv om Industries,1,5,Sheller/ Others
Shiv om Rice mill,1,73,Sheller/ Others
Shiv rice Traders,1,122,Sheller/ Others
Shiva Agro foods,1,168,Sheller/ Others
Shiva Industries,2,34,Sheller/ Others
Shiva Rice TRAders,1,70,Sheller/ Others
Shiva Rice and general mills,3,167,Sheller/ Others
Shiva cotton and oil mills Bhucho,1,67,Sheller/ Others
Shiva rice and General mills,1,131,Sheller/ Others
Shivaji Rice and General Mills,3,109,Sheller/ Others
Shivam Agro industry,4,334,Sheller/ Others
"Shivam Rice mills, hamidi",2,110,Sheller/ Others
"Shivam Rice mills, kaleke",11,195,Sheller/ Others
Shiwalik Rice mill,14,82,Sheller/ Others
Shri Amarnath rice land,3,114,Sheller/ Others
"Shri Bake bihari Rice mills, Tajoke rode, Tapa",3,138,Sheller/ Others
Shri Bala Ji Agro Product,1,40,Sheller/ Others
Shri Bala ji,1,166,Sheller/ Others
Shri Bala ji Foods,1,65,Sheller/ Others
Shri Bala ji Rice mill,1,68,Sheller/ Others
"Shri Bala ji Rice mill,Buttar Bakhua",2,128,Sheller/ Others
Shri Bala ji food,1,109,Sheller/ Others
"Shri Bala ji rice mills Deviwala, Moga rode, Kotakpura",2,306,Sheller/ Others
Shri Balaji Rice mill,2,186,Sheller/ Others
"Shri Balaji Rice mill, Bathinda",1,192,Sheller/ Others
"Shri Balaji Rice mill, Tappa",1,40,Sheller/ Others
Shri Bhagat ji,1,154,Sheller/ Others
Shri Dev Rice Mill,2,10,Sheller/ Others
Shri Durga ji Rice mill,1,141,Sheller/ Others
"Shri Ganesh Agro Industries, Mehdipur",1,35,Sheller/ Others
Shri Ganesh Ji Rice Mill,2,134,Sheller/ Others
Shri Ganesh Rice Mill,7,284,Sheller/ Others
Shri Ganesh Rice Mill,7,284,Sheller/ Others
Shri Ganesh Rice Mill,7,284,Sheller/ Others
Shri Ganesh Rice Mill,7,284,Sheller/ Others
Shri Ganesh Rice Mills,3,131,Sheller/ Others
Shri Ganesh Rice Mills,3,131,Sheller/ Others
"Shri Ganesh cotton Factories, Kotbhai",2,127,Sheller/ Others
Shri Ganesh food,2,104,Sheller/ Others
Shri Ganesh rice and General Mills,4,20,Sheller/ Others
Shri Ganpati Rice Mill,1,58,Sheller/ Others
"Shri Ganpati Rice Mill Purla, Bhucho",1,133,Sheller/ Others
"Shri Ganpati Rice Mills, Kotfatta Maud",1,142,Sheller/ Others
Shri Ganpati agro tack pvt. Ltd,4,92,Sheller/ Others
Shri Gopal rice traders,1,97,Sheller/ Others
Shri Guru Dev 1008 Maharaj,4,115,Sheller/ Others
Shri Guru Kirpa Rice Mill,1,123,Sheller/ Others
Shri Guru Nanak Agro foods Bhagta,2,57,Sheller/ Others
Shri Guru Nanak Rice Mills,1,68,Sheller/ Others
Shri Guru Nanak rice and oil mill,3,104,Sheller/ Others
Shri Guru Teg Bahadur rice and janral mills,1,54,Sheller/ Others
"Shri Hanuman Rice Mill,Fatta Maloka",5,164,Sheller/ Others
"Shri Hari Chand Rice Mills, Buttar Bakhua",2,15,Sheller/ Others
Shri Hari Om Rice Mill,1,84,Sheller/ Others
"Shri Hari Om Rice Mills, Buttar Bakhua",1,132,Sheller/ Others
"Shri Jagan Nath Rice Mills, Lalbai",5,164,Sheller/ Others
Shri Jai Durga Rice Mill,1,74,Sheller/ Others
Shri Krishan Agro food,1,235,Sheller/ Others
Shri Krishana Rice mill,9,357,Sheller/ Others
Shri Krishana Rice mill,9,357,Sheller/ Others
Shri Krishana Rice mill,9,357,Sheller/ Others
"Shri Krishna Agro Industries, Pind Thandewala,  Shri Mukatsar Sahib",1,122,Sheller/ Others
Shri Krishna Rice Mill,2,41,Sheller/ Others
"Shri Krishna Rice Mill, Sardulgarh",3,152,Sheller/ Others
Shri Krishna Rice mill,1,97,Sheller/ Others
"Shri Krishna rice and janral mill Deviwala, Water workers, rode Kotakpura",3,551,Sheller/ Others
Shri Krishna rice and janral mills unit-1,5,106,Sheller/ Others
Shri Krishna rice and janral mills unit-2,8,167,Sheller/ Others
Shri L. V Agro Industry,1,47,Sheller/ Others
"Shri Lakshmi Rice Mills,Sangat",3,311,Sheller/ Others
Shri Maa Shakti Rice Mills Kotfatta Maud,1,134,Sheller/ Others
Shri Maha Lakshami rice mill Kotakpura,2,229,Sheller/ Others
Shri Mahavir Rice mill,2,313,Sheller/ Others
Shri Mahavir Rice mill,2,313,Sheller/ Others
Shri Mohan Rice Mill,1,139,Sheller/ Others
"Shri Nanak Rice Mills, Bharu",1,143,Sheller/ Others
Shri Nath Rice Mill,3,66,Sheller/ Others
Shri Nena ji Rice Mill,1,73,Sheller/ Others
Shri Om Rice and General mills,2,19,Sheller/ Others
Shri Puran chand Rice mill,6,57,Sheller/ Others
Shri Radhe Krishna Rice Mill,1,69,Sheller/ Others
Shri Radhe Raman Rice Mill,2,153,Sheller/ Others
Shri Radhe Rice mill,1,186,Sheller/ Others
"Shri Ram Industries, Rahon, Rahon",3,165,Sheller/ Others
Shri Ram Rice Mill,9,757,Sheller/ Others
Shri Ram Rice Mill,9,757,Sheller/ Others
Shri Ram Rice Mill,9,757,Sheller/ Others
Shri Ram Rice Mill,9,757,Sheller/ Others
Shri Ram Rice Mill,9,757,Sheller/ Others
Shri Ram Rice Mill,9,757,Sheller/ Others
Shri Ram Rice Mill,9,757,Sheller/ Others
Shri Ram Rice Mill,9,757,Sheller/ Others
Shri Ram Rice Mill,9,757,Sheller/ Others
"Shri Ram Rice Mills, Buttar Bakhua",1,134,Sheller/ Others
Shri Ram Sarup Rice Mill,2,123,Sheller/ Others
Shri Ram Singla Rice Mill,2,137,Sheller/ Others
Shri Ram Traders,1,66,Sheller/ Others
Shri Ram cotton Factory Muktsar road Malout,2,20,Sheller/ Others
Shri Ram cotton Factory Muktsar road Malout,2,20,Sheller/ Others
Shri Ram rice mills and General Mills,1,14,Sheller/ Others
Shri Rama rice and janral mill,1,97,Sheller/ Others
"Shri Ratan Rice mill, Bagha, Raman",3,650,Sheller/ Others
Shri Shakti Rice Mill,1,66,Sheller/ Others
Shri Sham Rice Mills Maud,1,72,Sheller/ Others
Shri Shanker ji rice and genral mill,4,130,Sheller/ Others
"Shri Sohan rice and genral mills, Husnar",2,15,Sheller/ Others
Shri Sukhmani foods,2,152,Sheller/ Others
Shri Vardhman Rice mill,4,292,Sheller/ Others
Shri Varindavan Rice Mill,1,156,Sheller/ Others
Shri Wajrang rice mills,2,23,Sheller/ Others
"Shri balaji Rice mills, mehlkalan",13,165,Sheller/ Others
"Shri krishna Enterprises Kabarwala road,  Shri Mukatsar Sahib",1,109,Sheller/ Others
Shri om Rice mill,1,49,Sheller/ Others
Shri om Rice mills,3,97,Sheller/ Others
Shubam Rice Mill,4,176,Sheller/ Others
Shubham Food Products,3,14,Sheller/ Others
"Shubham Rice mill, Rampura",2,84,Sheller/ Others
Shyam Rice Mill,1,45,Sheller/ Others
Shyam Rice Mills Bhucho,2,64,Sheller/ Others
Siar,13,856,Sub Yard
Sibia Rice Mills,3,73,Sheller/ Others
Sidak TRAders,2,69,Sheller/ Others
Sidhi vinayak rice mills,1,178,Sheller/ Others
Sidhu Rice Mills Bhagta,1,86,Sheller/ Others
"Sidhu Rice mills, Chananwal",8,330,Sheller/ Others
Sidhva kalan,3,337,Purchase Centre
Sidhvabet,22,2068,Main Yard
Sidhwan,7,1029,Purchase Centre
Sidvadona,4,316,Purchase Centre
Sighawala,9,1120,Purchase Centre
Sihdod,6,382,Purchase Centre
Sikanderpur,7,231,Purchase Centre
Sikhwala,9,729,Purchase Centre
Silver Granse pvt. Ltd,6,197,Sheller/ Others
Simar Foods,1,104,Sheller/ Others
Simar Rice and janral mill,3,126,Sheller/ Others
Sindh baba Lakhvir Das Rice Mill,1,80,Sheller/ Others
Sindhi Vidhayak Rice Mill,2,30,Sheller/ Others
Sindhi Vidhayak Rice Mill,2,30,Sheller/ Others
Sindhu Rice Mill,2,130,Sheller/ Others
Sindhu Rice Mill,2,130,Sheller/ Others
Sindhu rice and janral mill,2,62,Sheller/ Others
Singh pura Munan,8,406,Purchase Centre
Singhpura,5,87,Purchase Centre
Singla G U S,2,124,Sheller/ Others
Singla Paper Board,1,60,Sheller/ Others
Singla Rice Mill,6,428,Sheller/ Others
Singla Rice Mill,6,428,Sheller/ Others
Singla Rice Mill,6,428,Sheller/ Others
Singla Rice Mill,6,428,Sheller/ Others
Singla Rice Mill,6,428,Sheller/ Others
Singla Rice Mill (O),1,10,Sheller/ Others
"Singla Rice Mills, Husnar",1,20,Sheller/ Others
"Singla Rice mills, Tajo rode, Tapa",1,112,Sheller/ Others
Singla agro foods,1,10,Sheller/ Others
Singla food products,1,56,Sheller/ Others
Singla mills,1,210,Sheller/ Others
Singla rice and General Mill,1,182,Sheller/ Others
Singla rice and genral mill,1,86,Sheller/ Others
Siora,16,738,Purchase Centre
Sirhind,92,3408,Main Yard
Siria rice and janral mill,2,143,Sheller/ Others
Sivana,12,535,Purchase Centre
Siwaye Rice Mill (lees) Krishana Rice Mill (Malak),1,15,Sheller/ Others
Slabtpura,8,672,Purchase Centre
SmadhBhai,23,818,Purchase Centre
Smagh,13,1058,Purchase Centre
Smagh,13,1058,Purchase Centre
Smalser,20,972,Sub Yard
Sohal,4,367,Purchase Centre
Sohal Jagir,16,913,Purchase Centre
Sohal Thathi,13,556,Sub Yard
Sohal lal and General Mills,2,170,Sheller/ Others
Sohia kalan,14,829,Purchase Centre
Sohna Rice Mill,1,96,Sheller/ Others
Sohra Kalan,3,326,Purchase Centre
Soja,11,535,Purchase Centre
Son Star Farm House,1,5,Sheller/ Others
Son Star agro Industries,1,94,Sheller/ Others
Soni rice and janral mill village Shahpur,1,149,Sheller/ Others
Sonrice Oversis,5,333,Sheller/ Others
Sonrize Rice Mill,1,106,Sheller/ Others
"Sonrize rice, Ghaloti",1,89,Sheller/ Others
Soobha Kadim,7,235,Purchase Centre
Sooch,4,295,Purchase Centre
Sood Agro mill,2,165,Sheller/ Others
Sood rice and janral mills,2,142,Sheller/ Others
Soorewala,6,577,Purchase Centre
Sravanbodla,15,598,Purchase Centre
Sri Anandpur Sahib,34,867,Main Yard
Sri Ganesh Rice mill,3,118,Sheller/ Others
Sri Guru Hargobind Rice Mill Lehri,1,90,Sheller/ Others
Sri Hargobindpur,33,2026,Main Yard
Sri Muktsar Sahib,283,7306,Main Yard
Sri Tej Ram Rice mill,2,116,Sheller/ Others
Star Rice mills Dhurkot,3,147,Sheller/ Others
"Star rice and genral mills, Guruharsahaye rode, village Kotly Devan, Shri Mukatsar Sahib",2,136,Sheller/ Others
"Star rice mills, Bariwala road, Varing",4,89,Sheller/ Others
Suahwala,12,486,Purchase Centre
Sudhar,47,1883,Sub Yard
Sudhar,47,1883,Sub Yard
Sukhanand,17,652,Purchase Centre
Sukhanwala,5,604,Purchase Centre
Sukhdev Rice Mill,1,81,Sheller/ Others
Sukhemajra,50,288,Purchase Centre
SukhnaAblu,9,656,Purchase Centre
Sularghrat,30,1771,Main Yard
Sulhani,6,451,Purchase Centre
Sultanpur,4,750,Purchase Centre
Sultanpur Lodhi,152,7914,Main Yard
Sunam,245,5923,Main Yard
Sunam Industries,1,10,Sheller/ Others
Sundh,12,946,Purchase Centre
Super Rice Mill,3,175,Sheller/ Others
Sur Singh,27,881,Sub Yard
Suraj Rice Mill,2,96,Sheller/ Others
Surakhpur,7,867,Sub Yard
Surghuri,15,482,Purchase Centre
Surindra Agro foods,1,140,Sheller/ Others
Surindra Rice Mill,2,184,Sheller/ Others
Surya Rice Mill,3,71,Sheller/ Others
"Suryia Rice mills, kattu",2,138,Sheller/ Others
Sushil Kumar Jai Gopal,2,83,Sheller/ Others
"Sushil Kumar Jai Gopal, Unit 2",2,74,Sheller/ Others
Swami ji Rice Mill,2,20,Sheller/ Others
Swarn Rice Mill,2,180,Sheller/ Others
Swastik Agro Industries,1,132,Sheller/ Others
Swastik Rice mills Goniana,1,140,Sheller/ Others
Swastik foods,2,156,Sheller/ Others
Swastik rice and janral mills,1,30,Sheller/ Others
T. R Agro Industry,6,602,Sheller/ Others
T. S Sagha Rice mill,3,172,Sheller/ Others
T.C Gram udyog Samty,2,136,Sheller/ Others
T.C rice and janral mill,2,306,Sheller/ Others
T.L.G. Agro Traders,2,414,Sheller/ Others
T.M. Agro Industries,1,85,Sheller/ Others
T.R Agro Ind.,1,250,Sheller/ Others
TAGore Public School Dudhan Sadhan,1,40,Sheller/ Others
Tagran,8,1381,Purchase Centre
Tagri Rice Mills Bhagta,2,129,Sheller/ Others
Tahli Sahib,7,627,Sub Yard
Tahli Wala Jattan,15,792,Purchase Centre
Tahli Walaa Bodla,12,697,Purchase Centre
Tahliyan,6,674,Purchase Centre
Taj Rice and gen mills Goniana,2,130,Sheller/ Others
Tajoke,5,410,Purchase Centre
Takhatgarh,93,846,Sub Yard
Takhtu Chak,4,243,Purchase Centre
Takhtupura,10,542,Purchase Centre
Takipur,5,270,Purchase Centre
Talewal,12,862,Purchase Centre
Talwan,18,1102,Sub Yard
Talwandi,9,451,Purchase Centre
Talwandi Bhai,78,4038,Main Yard
Talwandi Bharo,7,511,Purchase Centre
Talwandi Chaudhary,22,1426,Sub Yard
Talwandi Kalan,6,387,Purchase Centre
Talwandi Malk,7,778,Purchase Centre
Talwandi Malliyan,12,1100,Sub Yard
Talwandi Rai,22,757,Sub Yard
Talwandi Sabo,16,1524,Main Yard
Talwandi Sanghera,6,380,Purchase Centre
Talwandi jalle Kha,11,607,Purchase Centre
Talwandiram,10,641,Purchase Centre
Tamkot,30,1707,Purchase Centre
Tamkot,30,1707,Purchase Centre
Tanda Urmur,46,2723,Main Yard
Tandan Rice Mill,2,65,Sheller/ Others
Tao Agro sales pvt. Ltd,2,150,Sheller/ Others
Tapa,79,1792,Main Yard
Tapa Rice mill,3,113,Sheller/ Others
Tapa khera,1,5,Purchase Centre
TarKhanwal,12,1046,Purchase Centre
Tara Singh Wala,9,365,Purchase Centre
Tara agro industries,2,41,Sheller/ Others
Taragarh (F.P),10,855,Purchase Centre
Taran Tarn,187,7368,Main Yard
Tarkhan Badh,13,1298,Purchase Centre
Tarsika,7,1291,Sub Yard
Tarun Rice mill,2,59,Sheller/ Others
Tata Rice mill,2,500,Sheller/ Others
Teg Agro foods,1,77,Sheller/ Others
"Teg Bahadur Rice Mills, Kabarwala rode, Shri Mukatsar Sahib",3,105,Sheller/ Others
Teg Rice Mill,1,5,Sheller/ Others
Tehing,8,354,Purchase Centre
Teja Rice Mill,3,147,Sheller/ Others
Telu Ram Goyal,3,185,Sheller/ Others
Thabal Rice mill,2,93,Sheller/ Others
"Thakur Rice mill, village Sandhwal",2,235,Sheller/ Others
Thakur ji Rice Mills Kmalu,1,72,Sheller/ Others
Thamngarh,6,230,Purchase Centre
Thande Wala,18,770,Sub Yard
Tharu,18,259,Purchase Centre
Thatha,6,446,Purchase Centre
Thathian Mahanta,6,270,Purchase Centre
Thatti Bhai,16,449,Sub Yard
Theh kalandar,11,394,Purchase Centre
Thidha,5,227,Purchase Centre
Thikriwal,16,557,Purchase Centre
Thin Brothers Rice Mill Dalla,3,215,Sheller/ Others
Thind Rice Mill,1,40,Sheller/ Others
Thinddhariwal,6,702,Purchase Centre
Thraj,15,651,Purchase Centre
Thrajwala,8,974,Purchase Centre
Thuhi,4,346,Purchase Centre
Thuhi agro tech,1,58,Sheller/ Others
Thuliwal,8,479,Sub Yard
Thutheyawali,7,443,Purchase Centre
Tibba,31,1788,Sub Yard
Tibba  (focal point),10,331,Sub Yard
TibbiKhurd,23,772,Sub Yard
Tiona,12,884,Sub Yard
Tiona Pujaria,9,500,Purchase Centre
Tiwan,4,160,Purchase Centre
Todarpur Rajla,12,809,Purchase Centre
Togawal,10,802,Purchase Centre
Togawal,10,802,Purchase Centre
Tohra,6,380,Sub Yard
Tolewala,15,707,Purchase Centre
Toot,28,921,Purchase Centre
Toot,28,921,Purchase Centre
Tosa,13,911,Purchase Centre
Trade India Ltd.,5,68,Sheller/ Others
Trimula Agro Foods Dharm Sibgh wala,3,12,Sheller/ Others
Trimurti Rice Mills,2,116,Sheller/ Others
Trisla Rice Mills,2,23,Sheller/ Others
Trivani rice Industry,3,384,Sheller/ Others
Triwani International Dalla,2,197,Sheller/ Others
Triwani Rice Mills,2,86,Sheller/ Others
Triwani rice and janral,2,119,Sheller/ Others
Tubadhbhan,8,525,Purchase Centre
Tuga,4,394,Purchase Centre
Tugalwala,5,549,Purchase Centre
Tungwali,7,1286,Purchase Centre
Tutna,11,369,Purchase Centre
"Ubawal road, J. R. Solvenat",2,26,Sheller/ Others
"Ubawal road, Nere Pomti petrol Pump",1,17,Sheller/ Others
"Ubawal road, opposite Jai Mata Foods",1,5,Sheller/ Others
"Ubha, Burj Dhilwa",25,1233,Sub Yard
Ubhawal,12,1061,Purchase Centre
Ubheya,12,471,Purchase Centre
"Ubwal road, Bank side Grewal Kanda",4,20,Sheller/ Others
"Ubwal road, Nere Raiway Fatak Kurkure Factory",3,40,Sheller/ Others
"Ubwal road, egg Tray Factory",3,66,Sheller/ Others
Ucha,11,1198,Purchase Centre
Ucha Ladhana,4,379,Purchase Centre
Udat Bhagat Ram,6,334,Purchase Centre
Udhanwal,11,657,Purchase Centre
Udhowali Khurd,4,353,Purchase Centre
Uggi,19,345,Sub Yard
Ugoko,10,929,Purchase Centre
Ugraha,8,447,Purchase Centre
Ulak,14,416,Purchase Centre
Uma Shankar Rice Mills,3,198,Sheller/ Others
Uma Shankar Rice Mills,3,198,Sheller/ Others
Umarpura,5,383,Purchase Centre
Unayinid rice Ind.,2,180,Sheller/ Others
"Unique Rice Mills, Pind Goniana,  Shri Mukatsar Sahib",3,144,Sheller/ Others
United agro,1,145,Sheller/ Others
United rice and janral mill,2,90,Sheller/ Others
Upal Agro Ind.,3,142,Sheller/ Others
Upli,3,181,Purchase Centre
Upli road Baroto wali Jagah,5,80,Sheller/ Others
"Upli road, raman Pipe Factory",2,26,Sheller/ Others
Uthian,19,1397,Purchase Centre
V K rice and janral mills,2,15,Sheller/ Others
V K traders,1,15,Sheller/ Others
V.B food,1,55,Sheller/ Others
V.M. Chawal gram udyog samti,1,71,Sheller/ Others
Va: Tara Singh,14,471,Purchase Centre
Vadala Granthiyan,49,1970,Purchase Centre
Vadala Veeram,8,275,Purchase Centre
Vadala kalan,6,611,Purchase Centre
Vadhadraka,14,544,Purchase Centre
"Vadhwa rice mills, Kotbhai",1,15,Sheller/ Others
Vahuguru Rice Mill,2,68,Sheller/ Others
Vajidke,5,475,Purchase Centre
Vandar Dhodh,12,750,Purchase Centre
Vanyike,6,1012,Purchase Centre
Vara Kisanpura,5,559,Purchase Centre
Vardhman Rice Mill,3,233,Sheller/ Others
Vardhman Rice Mill,3,233,Sheller/ Others
Vardhman Rice mill,3,372,Sheller/ Others
"Vardhman jan Rice mill, Raman",2,184,Sheller/ Others
Varing,3,411,Purchase Centre
Varnala,22,417,Sub Yard
Varowal,4,293,Purchase Centre
Varsola,8,733,Purchase Centre
"Vashno Rice Mill, Mallan",1,115,Sheller/ Others
Vashno Rice mill,2,100,Sheller/ Others
Vashno devi Rice mill,4,292,Sheller/ Others
Vasti Vakeela wali,24,647,Purchase Centre
Vasudev Agro mills,3,56,Sheller/ Others
Vatu,10,450,Purchase Centre
Victoria foods Kotakpura,1,282,Sheller/ Others
Victorya Marriage Palace,1,5,Sheller/ Others
"Vidhata rice mills, Husnar",2,178,Sheller/ Others
"Vijay Rice Mills, Butter Bakhuya",3,170,Sheller/ Others
Vijay Rice mills,1,178,Sheller/ Others
"Vikas Rice Mill, Gungrali",1,15,Sheller/ Others
Vikas Rice Mills,2,23,Sheller/ Others
"Vikas Rice Traders,Moad Road,  Shri Mukatsar Sahib",2,110,Sheller/ Others
Vinod rice and agro mills,1,85,Sheller/ Others
"Vipan Rice mill, Bhairupa",4,131,Sheller/ Others
Virk Kalan,4,404,Purchase Centre
Vishavkarma Rice Mill,2,87,Sheller/ Others
Vishnu Lakshmi rice and janral mill,1,88,Sheller/ Others
Vishnu Rice Mill,7,215,Sheller/ Others
Vishnu Rice Mill,7,215,Sheller/ Others
Vishnu Rice Mill,7,215,Sheller/ Others
Vishnu Rice Mill,7,215,Sheller/ Others
Vishnu Rice Mills,4,204,Sheller/ Others
Vishnu Rice Mills,4,204,Sheller/ Others
Vishvakarma R/J/ mill,1,89,Sheller/ Others
Vohra agro pvt. Ltd,3,198,Sheller/ Others
Vohra training company,2,207,Sheller/ Others
Wadalabagar,8,576,Sub Yard
Waheguru Ricse Mills Goniana,2,146,Sheller/ Others
Wajid pur Bhoma,19,1220,Purchase Centre
Walia Rice mill,2,64,Sheller/ Others
Waraich Rice Mill,2,99,Sheller/ Others
Wariam kheda,19,1300,Purchase Centre
Welcome Palace,2,56,Sheller/ Others
Yadav Rice Mills Goniana,1,118,Sheller/ Others
barkandi,12,715,Purchase Centre
bhundad,7,588,Purchase Centre
chauke,22,858,Sub Yard
chotian,28,1225,Purchase Centre
chughekalan,9,597,Purchase Centre
eis Impex,4,100,Sheller/ Others
ghandavana,19,609,Purchase Centre
ghuman khurd,3,243,Purchase Centre
"jai  shari Sai Rice Mill, Rampura",1,78,Sheller/ Others
"jai Maa Chintpurni Foods, Talwandi Sabo",2,172,Sheller/ Others
jakhepal,30,883,Sub Yard
jalal,17,926,Sub Yard
jandSahib,20,1228,Sub Yard
jawaharewala,14,1130,Purchase Centre
jethoke,5,308,Purchase Centre
jimidara Rice mills,2,107,Sheller/ Others
jodhan,17,708,Sub Yard
kahnwa,12,951,Sub Yard
kajhla,14,913,Sub Yard
kakhanwali,12,358,Purchase Centre
kala Afgana,24,968,Purchase Centre
kala Guraya,4,226,Purchase Centre
kalakh,9,424,Sub Yard
kalar kheda,17,934,Purchase Centre
kali Nihal Singh Wala,9,495,Purchase Centre
kaliyaan,20,1326,Sub Yard
kaloke,12,486,Purchase Centre
kamalwala,21,688,Sub Yard
kandu Kheda,5,456,Purchase Centre
kangar,6,480,Purchase Centre
kaoke kalan,19,840,Sub Yard
katarian,13,935,Sub Yard
kathunagal,7,738,Purchase Centre
katiawali,17,851,Sub Yard
katron,16,942,Sub Yard
"kehvi Industry, Raman",1,129,Sheller/ Others
khanpur,27,979,Sub Yard
khasa,12,992,Sub Yard
khokhar,28,1737,Purchase Centre
khudi khurd,4,445,Purchase Centre
khunan Khurd,9,928,Purchase Centre
kiliyawali,93,3560,Sub Yard
kisan Rice and Gen mills Goniana,2,118,Sheller/ Others
kisan rice mill,1,63,Sheller/ Others
kisangarh,6,406,Purchase Centre
kokri kalan,19,1444,Purchase Centre
koreana,12,422,Purchase Centre
kot sameer,25,1654,Purchase Centre
kotbadakha,24,786,Sub Yard
kotbhai,8,759,Purchase Centre
kotda kodeya wala,10,503,Purchase Centre
kotfatuhi,15,803,Sub Yard
kotli Ablu,18,774,Purchase Centre
kotli Sangher,12,395,Purchase Centre
kotli khurd,10,412,Purchase Centre
kotsantokh Rai,9,566,Purchase Centre
kradwala,8,515,Purchase Centre
krishna Agro,2,30,Sheller/ Others
kube,5,317,Purchase Centre
kular,22,1229,Purchase Centre
kundal,6,785,Purchase Centre
kusla,8,759,Purchase Centre
kutba,10,633,Sub Yard
kutiwal kalan,7,310,Purchase Centre
kutiwal khurd,7,444,Purchase Centre
lasara,9,525,Sub Yard
lasoi,24,1281,Sub Yard
lehalkalan,8,695,Sub Yard
lehra Muhabat,17,1204,Purchase Centre
logowal,34,3922,Sub Yard
malke,4,452,Sub Yard
mankvahd,14,626,Sub Yard
mehdipur Rice mills,3,375,Sheller/ Others
nan,666,10504,Sheller/ Others
nan,666,10504,Sheller/ Others
nan,666,10504,Sheller/ Others
nan,666,10504,Sheller/ Others
"new Guru rice mills, Husnar",1,110,Sheller/ Others
paKhi kalan,16,677,Purchase Centre
pakka kalan,13,1017,Sub Yard
paniwal,33,1437,Purchase Centre
papili (kothe),4,320,Purchase Centre
parsotam lal and company,4,224,Sheller/ Others
pasikandi,5,204,Sub Yard
pato Hira Singh,12,695,Purchase Centre
peerkot,10,468,Purchase Centre
pind nat,12,260,Purchase Centre
poohli,7,566,Purchase Centre
punjab Paper Board,2,55,Sheller/ Others
purkhali,8,898,Sub Yard
rodawali,27,909,Sub Yard
rohti Basta,5,474,Purchase Centre
"shanker Rice mills, Barnala",2,195,Sheller/ Others
siriyewala,15,568,Purchase Centre
sitoguno,24,1687,Purchase Centre
sohangarh,10,583,Purchase Centre
sotha,25,1112,Purchase Centre
"ubwal road, Jai Mata Flour Mills",1,10,Sheller/ Others
"ubwal road, opposite Gaosala",3,72,Sheller/ Others
upli,11,362,Purchase Centre
vada Poh windiyan,4,238,Purchase Centre
vadaBhaika,18,455,Purchase Centre
vadhita,5,390,Purchase Centre
vakeelan Wala,6,288,Purchase Centre
valetsah wala,9,533,Purchase Centre
vinjoke,24,921,Purchase Centre
"vir Bajrangi rice mills, Motle wala road, Bariwala",3,91,Sheller/ Others
virakkhera,11,732,Purchase Centre
vivek Rice Mills Rampura,1,133,Sheller/ Others
